DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2014
"Município infecção";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"230160 ASSARE";-;-;-;-;-;-;-;-;2;2;1;3;2;2;-;4;1;3;5;2;1;2;-;1;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"230170 AURORA";-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"230190 BARBALHA";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3;1;4;6;9;3;3;2;1;3;1;4;4;-;-;1;3;4;2;2;3;-;-;1;1;2;2;1;1;1;1;2;2;-;3;7;4;2;91
"230195 BARREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"230200 BARRO";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;4;7;10;15;8;13;9;9;3;5;6;3;2;1;1;4;1;1;-;1;1;4;2;5;9;4;11;16;15;15;12;7;2;3;3;3;1;1;225
"230205 BARROQUINHA";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230210 BATURITE";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"230220 BEBERIBE";-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;5;5;11;17;19;7;15;6;6;5;7;8;1;1;2;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;9;5;3;10;3;152
"230230 BELA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3;1;-;1;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"230240 BOA VIAGEM";-;-;1;1;5;5;2;7;11;2;4;4;2;4;5;8;13;8;14;14;5;-;3;9;2;3;3;4;6;-;5;4;3;-;3;3;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;167
"230250 BREJO SANTO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"230260 CAMOCIM";-;-;-;-;-;-;-;-;1;1;1;-;2;2;-;-;-;-;1;-;-;4;2;-;-;1;-;-;-;-;-;-;1;-;2;2;-;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;24
"230270 CAMPOS SALES";-;19;15;26;45;45;52;39;36;18;15;16;14;14;3;-;2;7;1;3;13;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;2;-;394
"230280 CANINDE";-;-;1;1;-;-;-;1;2;-;5;-;-;1;3;20;19;38;19;29;20;21;18;15;5;11;10;16;2;6;8;17;29;26;14;11;19;5;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;396
"230290 CAPISTRANO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;5
"230310 CARIRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"230320 CARIRIACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230350 CASCAVEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;2;-;-;-;-;2;-;-;-;1;2;1;-;-;-;1;-;-;1;-;-;-;-;3;-;-;2;1;-;1;1;-;1;23
"230360 CATARINA";-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;6;5;6;3;3;7;2;4;5;2;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;52
"230370 CAUCAIA";-;1;1;2;1;-;2;1;2;1;1;-;3;-;1;-;2;-;1;2;3;2;1;3;3;2;3;2;1;1;-;-;1;3;5;-;1;5;2;2;2;1;1;1;1;1;1;2;1;1;1;1;5;1;81
"230390 CHAVAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;2;6;6;11;1;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"230393 CHORO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"230395 CHOROZINHO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;1;1;2;2;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"230400 COREAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;16;9;5;1;39
"230410 CRATEUS";-;1;1;-;2;2;2;-;4;1;1;1;1;4;2;-;-;5;2;3;3;2;-;-;-;-;1;2;-;2;2;1;2;1;10;8;1;2;1;-;-;-;1;1;-;-;1;1;-;1;-;-;-;-;75
"230420 CRATO";-;-;1;-;1;1;-;1;2;1;1;-;1;-;-;4;2;8;9;9;18;23;24;9;8;2;8;2;1;-;-;-;1;7;2;6;4;11;8;3;3;1;3;1;-;-;-;-;-;-;-;-;-;-;186
"230423 CROATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230425 CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"230427 ERERE";-;-;1;5;-;2;2;1;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"230428 EUSEBIO";-;1;3;3;3;7;14;12;5;2;2;5;2;4;2;2;3;4;10;3;7;3;1;6;4;4;9;6;3;9;3;3;1;4;2;4;1;1;2;-;1;2;3;2;2;-;1;1;-;3;2;-;-;-;177
"230430 FARIAS BRITO";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;1;3;1;1;3;3;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"230435 FORQUILHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"230440 FORTALEZA";-;15;19;21;25;25;28;29;35;27;18;24;40;23;51;32;51;62;86;102;113;146;160;181;142;139;108;99;103;75;81;63;52;44;50;42;43;42;53;14;33;25;23;18;16;13;19;19;12;12;13;13;23;2;2704
"230445 FORTIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"230460 GENERAL SAMPAIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;4;-;2;3;6;3;-;2;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"230470 GRANJA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230480 GRANJEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"230490 GROAIRAS";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"230495 GUAIUBA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"230500 GUARACIABA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"230510 GUARAMIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"230520 HIDROLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230523 HORIZONTE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"230526 IBARETAMA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"230530 IBIAPINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230533 IBICUITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;4;4;4;6;3;2;2;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;34
"230535 ICAPUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"230540 ICO";-;1;1;4;3;6;21;29;18;5;11;21;17;36;64;49;21;39;21;22;14;15;15;22;5;4;2;-;1;1;-;5;1;4;9;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;494
"230550 IGUATU";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;2;3;1;6;8;2;11;15;9;4;5;14;7;1;2;2;2;2;1;4;1;3;4;1;2;3;1;1;1;-;-;1;-;126
"230560 INDEPENDENCIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;5;2;1;-;2;4;2;6;5;4;2;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;40
"230565 IPAPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"230580 IPU";-;1;3;5;9;13;22;21;33;36;35;17;22;9;4;11;11;9;19;23;6;3;3;4;2;-;1;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;328
"230590 IPUEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230600 IRACEMA";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"230610 IRAUCUBA";-;-;-;-;-;1;-;-;-;-;-;-;1;-;3;1;-;2;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14
"230620 ITAICABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;1;-;9
"230625 ITAITINGA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;2;-;1;2;-;-;3;-;-;1;-;1;1;-;2;1;1;-;2;1;-;-;-;1;1;-;-;-;-;-;24
"230630 ITAPAGE";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"230640 ITAPIPOCA";-;-;-;-;-;-;-;-;1;1;1;2;-;4;4;3;1;5;4;12;5;7;3;2;-;7;6;19;10;18;9;7;1;4;1;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;142
"230650 ITAPIUNA";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;1;-;1;2;-;1;2;-;-;1;2;-;1;-;-;1;1;-;-;1;-;2;1;2;-;-;1;-;1;-;-;27
"230660 ITATIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;2;-;-;1;-;1;3;2;2;1;-;2;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;23
"230670 JAGUARETAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230680 JAGUARIBARA";-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;1;5;4;17;23;38;24;21;31;15;22;15;6;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;236
"230690 JAGUARIBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230700 JAGUARUANA";-;-;2;3;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"230710 JARDIM";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;3;3;4;10;3;4;2;4;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"230720 JATI";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"230725 JIJOCA DE JERICOACOARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;2;5;9;17;9;16;15;9;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"230730 JUAZEIRO DO NORTE";-;-;-;1;-;-;-;1;-;1;2;1;3;3;4;2;4;6;2;2;4;3;7;2;3;-;1;1;4;2;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"230750 LAVRAS DA MANGABEIRA";-;-;-;-;-;-;-;-;-;-;-;2;5;3;7;10;29;11;2;1;3;1;-;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79
"230760 LIMOEIRO DO NORTE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;2;4;1;5;9;12;17;5;5;4;4;6;3;2;3;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;92
"230763 MADALENA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;1;2;-;-;4;1;1;6;-;3;3;1;2;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"230765 MARACANAU";-;-;-;-;-;3;1;-;-;1;-;-;1;1;-;1;2;1;-;1;1;-;1;-;1;-;1;-;1;3;-;2;2;-;2;1;-;1;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;32
"230770 MARANGUAPE";-;-;2;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;3;-;-;-;1;2;-;1;3;-;1;-;-;-;1;-;-;-;2;1;-;1;2;-;-;1;-;-;1;-;-;-;-;-;26
"230780 MARCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"230790 MARTINOPOLE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230800 MASSAPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;1;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"230810 MAURITI";-;4;-;-;-;-;-;-;1;-;-;-;-;-;1;2;2;3;12;14;11;13;8;5;1;6;6;5;5;5;2;2;-;2;2;-;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120
"230830 MILAGRES";-;4;7;10;4;1;1;1;1;-;1;2;4;1;3;3;3;4;9;12;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;78
"230837 MIRAIMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;1;2;4;2;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"230840 MISSAO VELHA";-;-;-;-;1;-;-;3;-;-;-;2;-;1;1;-;2;1;2;1;4;2;-;2;3;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;29
"230850 MOMBACA";-;-;-;-;-;-;-;1;-;1;-;2;-;1;-;-;-;1;1;3;1;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"230870 MORADA NOVA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;6;2;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"230900 MUCAMBO";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"230910 MULUNGU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"230920 NOVA OLINDA";-;-;-;-;-;1;-;-;-;-;-;1;1;3;1;2;2;1;7;6;9;9;-;4;4;5;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;60
"230930 NOVA RUSSAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;4;2;8;7;9;5;-;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"230940 NOVO ORIENTE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"230945 OCARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"230950 OROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;1;1;1;4;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"230960 PACAJUS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"230970 PACATUBA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;3;1;-;1;1;-;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
"230980 PACOTI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;-;-;-;1;4;1;3;3;-;-;-;2;20
"230990 PACUJA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"231000 PALHANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"231010 PALMACIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"231020 PARACURU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"231025 PARAIPABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"231030 PARAMBU";-;-;-;-;-;3;-;-;1;1;2;3;5;4;5;4;2;15;13;23;37;36;13;16;5;5;4;3;6;1;2;3;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;217
"231060 PENAFORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"231070 PENTECOSTE";-;1;3;-;1;-;2;1;3;9;7;20;20;13;25;17;28;38;14;21;8;1;3;3;2;-;-;-;2;1;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;250
"231080 PEREIRO";-;8;12;17;11;35;34;52;25;12;24;22;19;12;21;13;18;7;9;3;1;9;8;6;3;5;5;2;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;402
"231085 PINDORETAMA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;4;2;3;3;3;3;1;7;2;1;-;1;1;-;4;1;-;3;1;1;1;2;1;-;1;-;1;-;-;-;-;-;-;53
"231090 PIQUET CARNEIRO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;10;14;35;18;7;3;-;2;1;-;2;-;-;4;-;-;-;-;1;-;-;5;11;18;6;10;7;4;-;1;166
"231095 PIRES FERREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"231110 PORTEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;5;4;8;12;2;5;11;6;2;3;3;-;-;1;-;2;-;-;1;-;1;-;-;-;1;2;4;-;-;-;-;2;-;-;-;-;1;82
"231120 POTENGI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"231123 POTIRETAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"231126 QUITERIANOPOLIS";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"231130 QUIXADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
